,filename,accuracy
0,Covid (91).png,0.6166478923341436
1,Covid (139).png,0.9494908702800935
2,Covid (181).png,0.9373440629722036
3,Covid (29).png,0.15296202803587733
4,Covid (197).png,0.8910673855705716
5,Covid (178).png,0.9629076086956522
6,Covid (87).png,0.6202170188463735
7,Covid (68).png,0.8912208744218518
8,Covid (154).png,0.905217901113934
9,Covid (13).png,0.6787445083563567
10,Covid (44).png,0.8739792540278084
11,Covid (3).png,0.5760888033074701
12,Covid (103).png,0.9209515974221857
13,Covid (115).png,0.9001849305325051
14,Covid (52).png,0.5375470485632975
15,Covid (142).png,0.9480681818181819
16,Covid (135).png,0.9659248732276089
17,Covid (72).png,0.8997976369214701
18,Covid (25).png,0.18799978240765924
19,Covid (162).png,0.6032722983023029
20,Covid (174).png,0.8777091558409645
21,Covid (33).png,0.8872723986807031
22,Covid (64).png,0.4398913739429934
23,Covid (123).png,0.5201718964175898
24,Covid (158).png,0.5628543223804823
25,Covid (48).png,0.8524228676776258
26,Covid (119).png,0.5137384204741717
27,Covid (118).png,0.5255821197726034
28,Covid (49).png,0.40384353277906504
29,Covid (159).png,0.5855783813594375
30,Covid (65).png,0.6292203431222907
31,Covid (122).png,0.4984735574643988
32,Covid (175).png,0.9265144340383739
33,Covid (32).png,0.8618688836927341
34,Covid (24).png,0.11947840734179421
35,Covid (163).png,0.5205841859460627
36,Covid (134).png,0.9672469374597035
37,Covid (73).png,0.9061291980425893
38,Covid (143).png,0.9513543702876291
39,Covid (114).png,0.4868737841637936
40,Covid (53).png,0.5402521823472357
41,Covid (45).png,0.8713025804812543
42,Covid (2).png,0.8345187535178836
43,Covid (102).png,0.898733759810064
44,Covid (155).png,0.8959825451785799
45,Covid (12).png,0.6508096938660917
46,Covid (86).png,0.6167893961708395
47,Covid (69).png,0.8746312371330942
48,Covid (196).png,0.9675968787197461
49,Covid (179).png,0.9558545194127577
50,Covid (180).png,0.9742818011193588
51,Covid (28).png,0.18803554008805926
52,Covid (90).png,0.6265581664685623
53,Covid (138).png,0.9280978214070438
54,Covid (74).png,0.9070213810650359
55,Covid (133).png,0.12903225806451613
56,Covid (164).png,0.5957246771240536
57,Covid (23).png,0.6771405523758307
58,Covid (35).png,0.08162153326431645
59,Covid (172).png,0.9116065122512179
60,Covid (125).png,0.546474645320373
61,Covid (62).png,0.44381445600250014
62,Covid (19).png,0.6676943404536446
63,Covid (9).png,0.45065629557608167
64,Covid (109).png,0.9093683337283717
65,Covid (58).png,0.5385633967916296
66,Covid (148).png,0.9564180291209065
67,Covid (97).png,0.9590062615250562
68,Covid (78).png,0.9028590820395351
69,Covid (187).png,0.5759020591725832
70,Covid (168).png,0.5152179341342286
71,Covid (191).png,0.6004370346390417
72,Covid (39).png,0.8722393265825488
73,Covid (200).png,0.9146872279567217
74,Covid (81).png,0.4592149895008884
75,Covid (129).png,0.20946313840792768
76,Covid (15).png,0.6607079902946849
77,Covid (152).png,0.8394753956210709
78,Covid (105).png,0.8902806480619666
79,Covid (42).png,0.8646093376533701
80,Covid (5).png,0.5726194293042642
81,Covid (54).png,0.5550920467942323
82,Covid (113).png,0.886345488421613
83,Covid (144).png,0.9484048619030401
84,Covid (145).png,0.9309766075736914
85,Covid (55).png,0.5435535276179121
86,Covid (112).png,0.5072044960838631
87,Covid (104).png,0.9234957257863723
88,Covid (43).png,0.8723173963348636
89,Covid (4).png,0.5307425817141136
90,Covid (14).png,0.6624396908757099
91,Covid (153).png,0.446841565293859
92,Covid (80).png,0.9295270352001935
93,Covid (128).png,0.2043731937401167
94,Covid (190).png,0.5859066049642406
95,Covid (38).png,0.8760505331063525
96,Covid (186).png,0.5531056164499958
97,Covid (169).png,0.10132572201149209
98,Covid (96).png,0.3877768240343348
99,Covid (79).png,0.9576217026246777
100,Covid (149).png,0.897747768579753
101,Covid (59).png,0.5490055621102309
102,Covid (8).png,0.5432369859417142
103,Covid (108).png,0.8919806479988271
104,Covid (18).png,0.0
105,Covid (124).png,0.5227817745803357
106,Covid (63).png,0.414006456241033
107,Covid (34).png,0.07093682877127279
108,Covid (173).png,0.9443003990364282
109,Covid (165).png,0.4306480920654149
110,Covid (22).png,0.6598258339722042
111,Covid (75).png,0.9035073833698921
112,Covid (132).png,0.9585653742425835
113,Covid (60).png,0.53519440822521
114,Covid (127).png,0.14936037195618482
115,Covid (170).png,0.10384745064249054
116,Covid (37).png,0.7382151620818804
117,Covid (21).png,0.6708592876537295
118,Covid (166).png,0.5150635208711434
119,Covid (189).png,0.5784073024866226
120,Covid (131).png,0.13149562302104675
121,Covid (76).png,0.9067272160633988
122,Covid (99).png,0.9205702647657841
123,Covid (146).png,0.9468914918264899
124,Covid (111).png,0.5057897890931585
125,Covid (56).png,0.5277134405026715
126,Covid (40).png,0.8405087206759617
127,Covid (7).png,0.526600079159973
128,Covid (107).png,0.8655074058522884
129,Covid (150).png,0.967003699136868
130,Covid (17).png,0.0
131,Covid (83).png,0.5056157066551177
132,Covid (193).png,0.5945872748728067
133,Covid (185).png,0.5957937073191168
134,Covid (95).png,0.45766802208337465
135,Covid (94).png,0.577029947514665
136,Covid (184).png,0.95577505335782
137,Covid (192).png,0.5669878893078749
138,Covid (82).png,0.9807847943209934
139,Covid (151).png,0.9554649870322341
140,Covid (16).png,0.6511802485611811
141,Covid (41).png,0.8473096710685165
142,Covid (6).png,0.5455957577867645
143,Covid (106).png,0.864576811636406
144,Covid (110).png,0.5497593987845325
145,Covid (57).png,0.5649209724444835
146,Covid (147).png,0.9557187305538271
147,Covid (130).png,0.1344527736131934
148,Covid (77).png,0.9194979153730152
149,Covid (98).png,0.9328203839387554
150,Covid (20).png,0.6717438234588631
151,Covid (167).png,0.5254453964368285
152,Covid (188).png,0.5753812958771392
153,Covid (171).png,0.02040816326530612
154,Covid (36).png,0.08095968154065467
155,Covid (61).png,0.48107805571102596
156,Covid (126).png,0.501065253869794
157,Covid (140).png,0.940207723647214
158,Covid (50).png,0.8753224729844311
159,Covid (117).png,0.516112740622754
160,Covid (101).png,0.9231322110837904
161,Covid (46).png,0.8624351958525346
162,Covid (1).png,0.5888997237120104
163,Covid (11).png,0.31331565265341493
164,Covid (156).png,0.9244444444444444
165,Covid (85).png,0.619202866625547
166,Covid (195).png,0.5704989576636078
167,Covid (183).png,0.9483276620466429
168,Covid (93).png,0.4198047419804742
169,Covid (121).png,0.513732374426638
170,Covid (66).png,0.6259182520248634
171,Covid (89).png,0.6523839529510607
172,Covid (31).png,0.8750028843713225
173,Covid (176).png,0.9318566591422122
174,Covid (199).png,0.9142102572840347
175,Covid (160).png,0.5767132770317043
176,Covid (27).png,0.06648827875050899
177,Covid (70).png,0.8887548210553533
178,Covid (137).png,0.9622555152106917
179,Covid (71).png,0.9245519713261648
180,Covid (136).png,0.9662358297430257
181,Covid (161).png,0.6100929903746806
182,Covid (26).png,0.16902412280701753
183,Covid (30).png,0.8923734205981274
184,Covid (177).png,0.9416384328034054
185,Covid (198).png,0.8958141573526189
186,Covid (120).png,0.538861881612811
187,Covid (67).png,0.8535726408689749
188,Covid (88).png,0.6128479092468012
189,Covid (92).png,0.6147843697879438
190,Covid (182).png,0.9574015462045349
191,Covid (194).png,0.5689893234281713
192,Covid (84).png,0.9480811549343457
193,Covid (10).png,0.4969857784605358
194,Covid (157).png,0.8990065895562501
195,Covid (100).png,0.7506202541162319
196,Covid (47).png,0.8627635188455902
197,Covid (51).png,0.5139232673267327
198,Covid (116).png,0.5475447278264179
199,Covid (141).png,0.9392242636337125
200,Non-Covid (170).png,0.7284515636918383
201,Non-Covid (29).png,0.8915892887767352
202,Non-Covid (127).png,0.5877666196364844
203,Non-Covid (91).png,0.14461963113211493
204,Non-Covid (131).png,0.7596953186704328
205,Non-Covid (68).png,0.0
206,Non-Covid (87).png,0.546968276114453
207,Non-Covid (166).png,0.6357302414636741
208,Non-Covid (189).png,0.610239687715707
209,Non-Covid (44).png,0.17996496257365824
210,Non-Covid (13).png,0.1774498558452429
211,Non-Covid (52).png,0.9412881915772089
212,Non-Covid (25).png,0.7174555818971258
213,Non-Covid (193).png,0.7042984590429846
214,Non-Covid (72).png,0.8914692335273189
215,Non-Covid (64).png,0.5902938263453285
216,Non-Covid (33).png,0.9011009386950979
217,Non-Covid (185).png,0.5050418548887795
218,Non-Covid (48).png,0.935230683713174
219,Non-Covid (111).png,0.24975373714680724
220,Non-Covid (146).png,0.899217364082229
221,Non-Covid (150).png,0.8494307279007292
222,Non-Covid (107).png,0.893775386512983
