,filename,accuracy
0,Covid (91).png,0.0
1,Covid (139).png,0.4603729603729604
2,Covid (181).png,0.2997971205788174
3,Covid (29).png,0.7766757217764862
4,Covid (197).png,0.5447985773886875
5,Covid (178).png,0.31202873385504626
6,Covid (87).png,0.0
7,Covid (68).png,0.5415220381164451
8,Covid (154).png,0.3695794862818886
9,Covid (13).png,0.8809228155022547
10,Covid (44).png,0.41746019654147937
11,Covid (3).png,0.02236276455026455
12,Covid (103).png,0.4612107858566782
13,Covid (115).png,0.37385175799809944
14,Covid (52).png,0.034876688394597136
15,Covid (142).png,0.3968037661050545
16,Covid (135).png,0.48450899031811895
17,Covid (72).png,0.5099026939082006
18,Covid (25).png,0.8197591849336215
19,Covid (162).png,0.027132486388384756
20,Covid (174).png,0.4072241702291176
21,Covid (33).png,0.48419356171742634
22,Covid (64).png,0.025726141078838173
23,Covid (123).png,0.0
24,Covid (158).png,0.025630444750114625
25,Covid (48).png,0.3963175030874593
26,Covid (119).png,0.0
27,Covid (118).png,0.0
28,Covid (49).png,0.4286424664346096
29,Covid (159).png,0.019358605821056415
30,Covid (65).png,0.04415034789469909
31,Covid (122).png,0.0
32,Covid (175).png,0.3807429242567303
33,Covid (32).png,0.47197228720532663
34,Covid (24).png,0.8211894953656025
35,Covid (163).png,0.03300587587219978
36,Covid (134).png,0.48506394570386446
37,Covid (73).png,0.4386243796526055
38,Covid (143).png,0.40187220187220185
39,Covid (114).png,0.36373233241452113
40,Covid (53).png,0.027858152210483815
41,Covid (45).png,0.4076291350065239
42,Covid (2).png,0.025977983468555975
43,Covid (102).png,0.4629127952535542
44,Covid (155).png,0.37494698692986855
45,Covid (12).png,0.9236750562717414
46,Covid (86).png,0.0
47,Covid (69).png,0.42956743384061774
48,Covid (196).png,0.012279183097688436
49,Covid (179).png,0.28395802765550665
50,Covid (180).png,0.3671011583758555
51,Covid (28).png,0.8347948733672655
52,Covid (90).png,0.0
53,Covid (138).png,0.42509460266879107
54,Covid (74).png,0.5323223779603673
55,Covid (133).png,0.5129833587908996
56,Covid (164).png,0.0
57,Covid (23).png,0.7979045542635659
58,Covid (35).png,0.8050640634533252
59,Covid (172).png,0.4617853911926927
60,Covid (125).png,0.0017245460386163054
61,Covid (62).png,0.029201775262108445
62,Covid (19).png,0.6370867052023121
63,Covid (9).png,0.0
64,Covid (109).png,0.36747518646854993
65,Covid (58).png,0.020655318576330486
66,Covid (148).png,0.38069685386650987
67,Covid (97).png,0.45017455590923094
68,Covid (78).png,0.3844783517930447
69,Covid (187).png,0.01611269954729569
70,Covid (168).png,0.0
71,Covid (191).png,0.0
72,Covid (39).png,0.4628775101040639
73,Covid (200).png,0.543848525894118
74,Covid (81).png,0.37694188722669736
75,Covid (129).png,0.0
76,Covid (15).png,0.6435039647163703
77,Covid (152).png,0.3796957350577505
78,Covid (105).png,0.47296624739842547
79,Covid (42).png,0.38547118367858596
80,Covid (5).png,0.0
81,Covid (54).png,0.016354414656867818
82,Covid (113).png,0.38253567420234086
83,Covid (144).png,0.45073706675097813
84,Covid (145).png,0.456013319910168
85,Covid (55).png,0.021629895843732323
86,Covid (112).png,0.36173550363562545
87,Covid (104).png,0.3832652654646877
88,Covid (43).png,0.35522424242424244
89,Covid (4).png,0.0
90,Covid (14).png,0.6501273464767475
91,Covid (153).png,0.38796014507858423
92,Covid (80).png,0.3573752711496746
93,Covid (128).png,0.0
94,Covid (190).png,0.0
95,Covid (38).png,0.4003328697476118
96,Covid (186).png,0.018371505915989902
97,Covid (169).png,0.008969517129754518
98,Covid (96).png,0.0
